id,name,duration,firstYearRelease,countryOfOrigin,productionCompany,banner,genres
535,She Hate Me,130,1952,Poland,Klein-Runolfsson,http://dummyimage.com/201x100.png/5fa2dd/ffffff,"[""Comedy"",""Drama""]"
536,"Witchfinder General (Conquerer Worm, The)",149,1996,Cameroon,Ankunding-Heidenreich,http://dummyimage.com/103x100.png/dddddd/000000,"[""Horror""]"
537,"Innocent Man, An",92,2016,Indonesia,Kuhlman-Dach,http://dummyimage.com/116x100.png/dddddd/000000,"[""Crime"",""Drama""]"
538,"Chorus, The (Hamsarayan)",196,1991,Portugal,"Koss, Beer and Connelly",http://dummyimage.com/117x100.png/cc0000/ffffff,"[""Drama""]"
539,Party Monster,36,1968,Poland,"Crona, Bergnaum and Tremblay",http://dummyimage.com/144x100.png/dddddd/000000,"[""Documentary""]"
540,Hunted City,131,1980,Latvia,Schmitt-Corkery,http://dummyimage.com/133x100.png/ff4444/ffffff,"[""(no genres listed)""]"
541,Forbidden,123,2022,Morocco,Kris and Sons,http://dummyimage.com/152x100.png/cc0000/ffffff,"[""Drama"",""Romance""]"
542,I Accuse,157,1981,Russia,Strosin-Marquardt,http://dummyimage.com/125x100.png/cc0000/ffffff,"[""Drama"",""Horror"",""War""]"
543,Halfmoon (Paul Bowles - Halbmond),197,1973,Peru,"Rowe, Conn and Beahan",http://dummyimage.com/164x100.png/cc0000/ffffff,"[""Drama""]"
544,Baton Rouge (Bâton rouge),182,1972,United States,Pagac-Kassulke,http://dummyimage.com/202x100.png/cc0000/ffffff,"[""Thriller""]"
545,"Five, The (Gonin)",88,1974,Philippines,"Thiel, Heathcote and Thompson",http://dummyimage.com/209x100.png/ff4444/ffffff,"[""Action"",""Crime"",""Drama""]"
546,"Constant Nymph, The",153,2006,China,"Heaney, Williamson and Jaskolski",http://dummyimage.com/131x100.png/ff4444/ffffff,"[""Drama"",""Romance""]"
547,The Man Who Loved Yngve,141,1970,Brazil,Gusikowski-Ritchie,http://dummyimage.com/192x100.png/ff4444/ffffff,"[""Comedy"",""Drama"",""Romance""]"
548,Dark Mirror,193,1977,Colombia,"Buckridge, Bode and Streich",http://dummyimage.com/140x100.png/ff4444/ffffff,"[""Thriller""]"
549,Little Shop of Horrors,144,1965,China,"Durgan, Miller and O'Reilly",http://dummyimage.com/113x100.png/5fa2dd/ffffff,"[""Comedy"",""Horror"",""Musical""]"
550,High Noon,139,1954,Indonesia,"Lindgren, Auer and Bauch",http://dummyimage.com/179x100.png/5fa2dd/ffffff,"[""Drama"",""Mystery"",""Romance""]"
551,Raid on Rommel,134,2022,France,Labadie and Sons,http://dummyimage.com/202x100.png/ff4444/ffffff,"[""War""]"
552,"Event, The",73,1988,Russia,Oberbrunner-Jaskolski,http://dummyimage.com/215x100.png/5fa2dd/ffffff,"[""Drama""]"
553,Sitting Pretty,126,1966,Syria,"Doyle, Will and Schuppe",http://dummyimage.com/171x100.png/ff4444/ffffff,"[""Comedy""]"
554,"Blood, Guts, Bullets and Octane",167,2011,France,Collier-Corkery,http://dummyimage.com/182x100.png/cc0000/ffffff,"[""Action"",""Comedy""]"
555,Olympia Part Two: Festival of Beauty (Olympia 2. Teil - Fest der Schönheit),132,1994,Cyprus,Stokes Inc,http://dummyimage.com/124x100.png/cc0000/ffffff,"[""Documentary""]"
556,Ride the Pink Horse,166,1978,Brazil,Haley-Reichert,http://dummyimage.com/198x100.png/dddddd/000000,"[""Drama"",""Film-Noir"",""Mystery"",""Thriller""]"
557,Mr. Brooks,147,2016,Philippines,Sawayn Inc,http://dummyimage.com/177x100.png/5fa2dd/ffffff,"[""Crime"",""Drama"",""Thriller""]"
558,"Illusionist, The (L'illusionniste)",64,1986,Brazil,"Toy, Schneider and Koch",http://dummyimage.com/154x100.png/dddddd/000000,"[""Animation""]"
559,Dad Savage,69,1970,Russia,"Leannon, Weissnat and Lubowitz",http://dummyimage.com/144x100.png/cc0000/ffffff,"[""Crime"",""Thriller""]"
560,No Escape,116,2019,Dominican Republic,"Kemmer, Howe and Littel",http://dummyimage.com/154x100.png/dddddd/000000,"[""Action"",""Drama"",""Sci-Fi""]"
561,"Patriots, The (Patriotes, Les)",91,1986,Zimbabwe,Lowe Group,http://dummyimage.com/123x100.png/ff4444/ffffff,"[""Thriller""]"
562,13B,63,2019,Sweden,"Schroeder, Dietrich and Becker",http://dummyimage.com/240x100.png/dddddd/000000,"[""Horror"",""Mystery"",""Thriller""]"
563,Idiocracy,138,1963,Peru,Davis Group,http://dummyimage.com/150x100.png/dddddd/000000,"[""Adventure"",""Comedy"",""Sci-Fi"",""Thriller""]"
564,California Solo,87,2016,China,"Orn, Casper and Collier",http://dummyimage.com/203x100.png/dddddd/000000,"[""Drama""]"
565,"Last Casino, The",144,1989,Indonesia,"McLaughlin, Kris and Pagac",http://dummyimage.com/136x100.png/cc0000/ffffff,"[""Comedy"",""Drama""]"
566,99 River Street,44,2016,Cuba,Barrows-Corwin,http://dummyimage.com/106x100.png/ff4444/ffffff,"[""Action"",""Crime"",""Drama"",""Film-Noir""]"
567,Jellyfish (Meduzot),135,1954,Afghanistan,Dicki Inc,http://dummyimage.com/246x100.png/cc0000/ffffff,"[""Drama""]"
568,Anywhere But Here,107,1984,Turkey,Rosenbaum Inc,http://dummyimage.com/165x100.png/cc0000/ffffff,"[""Comedy"",""Drama""]"
569,In Football We Trust,177,2007,Mongolia,Rowe-Christiansen,http://dummyimage.com/182x100.png/cc0000/ffffff,"[""Documentary""]"
570,Grave Secrets (Silent Screams),62,2011,Brazil,"Russel, Kozey and Ondricka",http://dummyimage.com/194x100.png/dddddd/000000,"[""Horror""]"
571,"Gold of Naples, The (L'oro di Napoli)",113,2020,Latvia,Dickinson LLC,http://dummyimage.com/122x100.png/cc0000/ffffff,"[""Comedy""]"
572,Interview with the Assassin,53,2006,Greece,"Haley, Lehner and Rippin",http://dummyimage.com/102x100.png/cc0000/ffffff,"[""Drama""]"
573,Deadfall,73,1989,North Korea,"Bosco, Schneider and Wolff",http://dummyimage.com/106x100.png/cc0000/ffffff,"[""Crime"",""Drama"",""Thriller""]"
574,No Nukes,34,1983,Indonesia,Sipes-Towne,http://dummyimage.com/172x100.png/cc0000/ffffff,"[""Documentary"",""Musical""]"
575,"Suriyothai (a.k.a. Legend of Suriyothai, The)",88,1958,Malaysia,"Mills, Homenick and Shanahan",http://dummyimage.com/187x100.png/dddddd/000000,"[""Action"",""Adventure"",""Drama"",""War""]"
576,Butchered,71,1957,China,"Windler, Schneider and Paucek",http://dummyimage.com/168x100.png/5fa2dd/ffffff,"[""Horror""]"
577,Devil,84,2024,Brazil,"Steuber, Cruickshank and Hammes",http://dummyimage.com/134x100.png/dddddd/000000,"[""Horror"",""Mystery"",""Thriller""]"
578,Shakes the Clown,175,1956,Benin,"Barrows, Barrows and Bergstrom",http://dummyimage.com/153x100.png/dddddd/000000,"[""Comedy""]"
579,Century,134,2023,Philippines,Bahringer and Sons,http://dummyimage.com/146x100.png/dddddd/000000,"[""Drama""]"
580,Lie with Me,188,1954,China,Klocko Inc,http://dummyimage.com/207x100.png/cc0000/ffffff,"[""Drama"",""Romance""]"
581,Best in Show,131,1956,Thailand,Ebert-Bashirian,http://dummyimage.com/243x100.png/cc0000/ffffff,"[""Comedy""]"
582,Sarafina!,74,1987,France,Huel Group,http://dummyimage.com/187x100.png/dddddd/000000,"[""Drama""]"
583,Three Days (Tres días),60,2001,France,"Prosacco, Mayert and Tromp",http://dummyimage.com/222x100.png/dddddd/000000,"[""Crime"",""Drama"",""Fantasy""]"
584,Flowers of Shanghai (Hai shang hua),40,2024,Brazil,Schmidt-Durgan,http://dummyimage.com/158x100.png/cc0000/ffffff,"[""Drama""]"
585,Peter & the Wolf,174,1964,Ukraine,Schumm Inc,http://dummyimage.com/202x100.png/dddddd/000000,"[""Animation"",""Musical""]"
586,"Isle, The (Seom)",36,1976,China,Schimmel Group,http://dummyimage.com/197x100.png/dddddd/000000,"[""Drama""]"
587,Vincent,173,2021,Russia,McLaughlin-Hudson,http://dummyimage.com/152x100.png/ff4444/ffffff,"[""Animation""]"
588,"Great Rock 'n' Roll Swindle, The",71,1986,China,"Crona, Kris and Nicolas",http://dummyimage.com/240x100.png/dddddd/000000,"[""Documentary""]"
589,Double Dragon,38,1967,Finland,"Reichel, Watsica and Franecki",http://dummyimage.com/147x100.png/5fa2dd/ffffff,"[""Action"",""Adventure"",""Sci-Fi""]"
590,"Devil Is a Woman, The",92,2014,Russia,"Romaguera, VonRueden and Jones",http://dummyimage.com/118x100.png/dddddd/000000,"[""Comedy"",""Drama"",""Romance""]"
591,The Woman on Pier 13,114,2017,Indonesia,"McGlynn, Langosh and Cummerata",http://dummyimage.com/148x100.png/dddddd/000000,"[""Drama"",""Thriller""]"
592,My Son John,112,2009,China,Reichel-Dicki,http://dummyimage.com/211x100.png/5fa2dd/ffffff,"[""Drama""]"
593,"Left-Hand Side of the Fridge, The (Moitié gauche du frigo, La)",21,2000,Russia,Block-Anderson,http://dummyimage.com/161x100.png/cc0000/ffffff,"[""Comedy""]"
594,"Big Trail, The",31,2001,Afghanistan,Davis-Willms,http://dummyimage.com/145x100.png/ff4444/ffffff,"[""Adventure"",""Romance"",""Western""]"
595,Toys in the Attic,198,2014,Czech Republic,"Herzog, Dickinson and Hagenes",http://dummyimage.com/154x100.png/ff4444/ffffff,"[""Drama""]"
596,Choose,108,2011,Gambia,Moore-Feest,http://dummyimage.com/100x100.png/dddddd/000000,"[""Crime"",""Drama"",""Horror""]"
597,"Code, The",200,1960,France,"Treutel, Swaniawski and Turcotte",http://dummyimage.com/141x100.png/dddddd/000000,"[""Documentary""]"
598,We Are Marshall,176,2001,Belgium,Herman Group,http://dummyimage.com/163x100.png/5fa2dd/ffffff,"[""Drama""]"
599,"Flying Swords of Dragon Gate, The (Long men fei jia)",95,1970,Indonesia,"Zulauf, Gutkowski and Littel",http://dummyimage.com/206x100.png/dddddd/000000,"[""Action"",""Adventure"",""IMAX""]"
600,"Lawless Street, A (Marshal of Medicine Bend)",18,1989,South Korea,Green LLC,http://dummyimage.com/154x100.png/dddddd/000000,"[""Western""]"
601,Showtime,69,2012,China,"Feest, Padberg and Ferry",http://dummyimage.com/240x100.png/ff4444/ffffff,"[""Action"",""Comedy""]"
602,Flowers in the Attic,149,2014,Madagascar,Heidenreich LLC,http://dummyimage.com/159x100.png/5fa2dd/ffffff,"[""Drama"",""Thriller""]"
603,Less Than Zero,85,1986,Nigeria,"Deckow, Jacobs and Weber",http://dummyimage.com/132x100.png/ff4444/ffffff,"[""Drama""]"
604,Godzilla vs. Mechagodzilla (Gojira tai Mekagojira),158,2003,Portugal,Hermiston Group,http://dummyimage.com/210x100.png/5fa2dd/ffffff,"[""Action"",""Horror"",""Sci-Fi""]"
605,Road to Nowhere,97,2015,Philippines,Gorczany-Runte,http://dummyimage.com/186x100.png/ff4444/ffffff,"[""Romance"",""Thriller""]"
606,Comes a Horseman,77,1995,Malaysia,Stracke-Pfeffer,http://dummyimage.com/175x100.png/5fa2dd/ffffff,"[""Drama"",""Romance"",""Western""]"
607,Rat King,107,2014,Portugal,Shields and Sons,http://dummyimage.com/230x100.png/cc0000/ffffff,"[""Mystery"",""Thriller""]"
608,"Crazy Stranger, The (Gadjo Dilo)",44,1954,Philippines,"Funk, Hermiston and Labadie",http://dummyimage.com/226x100.png/5fa2dd/ffffff,"[""Comedy"",""Drama""]"
609,She Gods of Shark Reef,154,2021,China,Huel-Steuber,http://dummyimage.com/155x100.png/cc0000/ffffff,"[""Adventure""]"
610,"Rise and Fall of Legs Diamond, The",169,2017,Yemen,Sauer-Predovic,http://dummyimage.com/236x100.png/dddddd/000000,"[""Crime""]"
611,"String, The (Le fil)",87,1975,Sweden,Hyatt-Ondricka,http://dummyimage.com/111x100.png/ff4444/ffffff,"[""Drama""]"
612,On the Town,82,2001,Panama,Schaden LLC,http://dummyimage.com/123x100.png/cc0000/ffffff,"[""Comedy"",""Musical"",""Romance""]"
613,Right at Your Door,71,2009,China,Wintheiser and Sons,http://dummyimage.com/169x100.png/ff4444/ffffff,"[""Drama"",""Thriller""]"
614,Funny Games,23,2003,China,"Hoeger, Feil and Maggio",http://dummyimage.com/110x100.png/cc0000/ffffff,"[""Drama"",""Horror"",""Thriller""]"
615,Sprung,32,2003,Indonesia,"Littel, Renner and Bauch",http://dummyimage.com/225x100.png/cc0000/ffffff,"[""Comedy""]"
616,Act of Violence,79,2020,Taiwan,"Fisher, Brakus and Moore",http://dummyimage.com/220x100.png/dddddd/000000,"[""Drama"",""Film-Noir"",""Thriller""]"
617,Permanent Midnight,178,1955,China,Kreiger and Sons,http://dummyimage.com/244x100.png/dddddd/000000,"[""Drama""]"
618,Secret Admirer,103,2004,France,Waters-Welch,http://dummyimage.com/111x100.png/5fa2dd/ffffff,"[""Comedy"",""Romance""]"
619,"Journey, The",47,2014,Thailand,"Hahn, Rau and Dickinson",http://dummyimage.com/226x100.png/dddddd/000000,"[""Drama"",""Romance""]"
620,"Prize, The",54,2006,Honduras,McCullough Inc,http://dummyimage.com/190x100.png/ff4444/ffffff,"[""Drama"",""Mystery"",""Thriller""]"
621,"H.M. Pulham, Esq.",138,1969,China,Turner Group,http://dummyimage.com/116x100.png/5fa2dd/ffffff,"[""Drama"",""Romance""]"
622,"Stars Look Down, The",41,2024,Afghanistan,Mueller-Wiegand,http://dummyimage.com/244x100.png/ff4444/ffffff,"[""Drama""]"
623,Reap the Wild Wind,132,1953,Philippines,McDermott Group,http://dummyimage.com/213x100.png/ff4444/ffffff,"[""Action"",""Adventure"",""Drama""]"
624,"Dog Year, A",25,1980,Bangladesh,Hilpert Inc,http://dummyimage.com/223x100.png/ff4444/ffffff,"[""Comedy"",""Drama""]"
625,No Greater Love,174,2007,Russia,Koepp-Kertzmann,http://dummyimage.com/173x100.png/dddddd/000000,"[""Drama"",""Romance""]"
626,Watch Out for the Automobile (Beregis avtomobilya),32,2001,Thailand,Hamill LLC,http://dummyimage.com/183x100.png/dddddd/000000,"[""Comedy"",""Crime"",""Romance""]"
627,"Oh, Woe Is Me (Hélas pour moi)",43,2012,Spain,Klein-McCullough,http://dummyimage.com/217x100.png/dddddd/000000,"[""Comedy"",""Drama""]"
628,"Outlaw, The (Lope)",140,1984,China,"Stanton, Lowe and Gleason",http://dummyimage.com/169x100.png/dddddd/000000,"[""Drama""]"
629,Message in a Bottle,178,1978,Armenia,Lakin-Rutherford,http://dummyimage.com/145x100.png/cc0000/ffffff,"[""Romance""]"
630,Season's Greetings,41,2003,France,"Hauck, Johns and Effertz",http://dummyimage.com/181x100.png/5fa2dd/ffffff,"[""Comedy""]"
631,Swing Time,142,1952,Philippines,Treutel-Kozey,http://dummyimage.com/198x100.png/ff4444/ffffff,"[""Comedy"",""Musical"",""Romance""]"
632,"Galapagos Affair: Satan Came to Eden, The",20,1953,Afghanistan,"Huel, Reinger and Gutkowski",http://dummyimage.com/103x100.png/ff4444/ffffff,"[""Crime"",""Documentary"",""Mystery""]"
633,Cold Steel,65,1963,Indonesia,Bergnaum-Fritsch,http://dummyimage.com/168x100.png/ff4444/ffffff,"[""Action"",""Thriller""]"
634,Ride,19,2014,Philippines,Bartoletti Inc,http://dummyimage.com/224x100.png/cc0000/ffffff,"[""Drama""]"
635,Operation Homecoming: Writing the Wartime Experience,182,1969,Nigeria,Block-Dickinson,http://dummyimage.com/250x100.png/5fa2dd/ffffff,"[""Documentary""]"
636,Three Little Words,188,2011,Poland,Carter-Howe,http://dummyimage.com/250x100.png/5fa2dd/ffffff,"[""Comedy"",""Musical"",""Romance""]"
637,"Rains Came, The",109,2016,Cambodia,Nienow LLC,http://dummyimage.com/219x100.png/cc0000/ffffff,"[""Adventure"",""Drama"",""Romance""]"
638,"Lebanon, Pa.",182,2011,Indonesia,Nikolaus-Windler,http://dummyimage.com/168x100.png/dddddd/000000,"[""Drama""]"
639,"Three Musketeers, The",26,1984,Peru,Christiansen and Sons,http://dummyimage.com/207x100.png/5fa2dd/ffffff,"[""Action"",""Adventure"",""Thriller""]"
640,Ethan Frome,33,1975,Indonesia,"Kunze, VonRueden and Sauer",http://dummyimage.com/181x100.png/dddddd/000000,"[""Drama""]"
641,"Great Gatsby, The",55,1969,France,Langworth Group,http://dummyimage.com/139x100.png/cc0000/ffffff,"[""Drama""]"
642,"Possession of Joel Delaney, The",19,2010,Ukraine,Fritsch LLC,http://dummyimage.com/132x100.png/dddddd/000000,"[""Drama"",""Horror"",""Thriller""]"
643,Star Maps,29,1988,China,"Harris, Powlowski and Gottlieb",http://dummyimage.com/145x100.png/5fa2dd/ffffff,"[""Drama""]"
644,Dead Birds,40,1967,Egypt,Krajcik Group,http://dummyimage.com/197x100.png/ff4444/ffffff,"[""Horror"",""War"",""Western""]"
645,Summer Storm (Sommersturm),129,1956,Russia,Quitzon-Mohr,http://dummyimage.com/101x100.png/dddddd/000000,"[""Drama"",""Romance""]"
646,Maelström,137,1958,Poland,Schumm-Shields,http://dummyimage.com/213x100.png/ff4444/ffffff,"[""Drama"",""Romance""]"
647,I-See-You.Com,103,1982,Poland,Gulgowski-Parker,http://dummyimage.com/192x100.png/cc0000/ffffff,"[""Comedy""]"
648,Lord of War,141,2009,Colombia,"Monahan, Funk and Hoppe",http://dummyimage.com/194x100.png/ff4444/ffffff,"[""Action"",""Crime"",""Drama"",""Thriller"",""War""]"
649,Last Cowboy Standing (Skavabölen pojat),146,1992,Brazil,"Schamberger, Osinski and Lehner",http://dummyimage.com/130x100.png/ff4444/ffffff,"[""Drama""]"
650,"Wedding, A",118,1993,Somalia,Williamson Group,http://dummyimage.com/194x100.png/ff4444/ffffff,"[""Comedy"",""Drama""]"
651,Lucky Night,84,2007,Indonesia,Greenfelder LLC,http://dummyimage.com/183x100.png/cc0000/ffffff,"[""Drama"",""Romance""]"
652,Flight of the Conchords: A Texan Odyssey,200,1977,Azerbaijan,Gutkowski-Rolfson,http://dummyimage.com/143x100.png/cc0000/ffffff,"[""Comedy""]"
653,Festival in Cannes,45,2018,China,Stanton Inc,http://dummyimage.com/172x100.png/dddddd/000000,"[""Drama""]"
654,Shades of Ray,98,1999,Sweden,Hackett-Schumm,http://dummyimage.com/114x100.png/ff4444/ffffff,"[""Comedy"",""Drama"",""Romance""]"
655,Rampo (a.k.a. The Mystery of Rampo),186,2008,Japan,Grady and Sons,http://dummyimage.com/217x100.png/dddddd/000000,"[""Drama"",""Mystery""]"
656,Not Cool,173,1991,Russia,Becker Inc,http://dummyimage.com/195x100.png/5fa2dd/ffffff,"[""Comedy""]"
657,Dragonslayer,39,1962,Japan,"Olson, Lang and Renner",http://dummyimage.com/178x100.png/ff4444/ffffff,"[""Action"",""Adventure"",""Fantasy""]"
658,"Decoy Bride, The",26,1971,Finland,Hand-Schneider,http://dummyimage.com/140x100.png/dddddd/000000,"[""Comedy"",""Romance""]"
659,Tromeo and Juliet,100,1980,China,Goodwin-Heaney,http://dummyimage.com/114x100.png/5fa2dd/ffffff,"[""Comedy"",""Drama""]"
660,Dead End Drive-In,198,2016,Indonesia,Howe and Sons,http://dummyimage.com/178x100.png/ff4444/ffffff,"[""Action"",""Drama"",""Horror"",""Sci-Fi"",""Thriller""]"
661,My Chauffeur,177,1976,Russia,"Greenholt, Berge and Stoltenberg",http://dummyimage.com/121x100.png/cc0000/ffffff,"[""Comedy""]"
662,Eat Drink Man Woman (Yin shi nan nu),29,2000,Luxembourg,Roob Inc,http://dummyimage.com/213x100.png/dddddd/000000,"[""Comedy"",""Drama"",""Romance""]"
663,Only Two Can Play,32,1972,Indonesia,Schneider LLC,http://dummyimage.com/197x100.png/cc0000/ffffff,"[""Comedy"",""Drama""]"
664,"Short Film About John Bolton, A",43,1997,Japan,Funk Group,http://dummyimage.com/236x100.png/cc0000/ffffff,"[""Fantasy"",""Horror"",""Mystery""]"
665,Vacuum-Cleaner Salesmen (Pölynimurikauppiaat),187,2023,Vietnam,Hagenes-Konopelski,http://dummyimage.com/137x100.png/dddddd/000000,"[""Documentary""]"
666,Ice Princess,66,1954,China,Larson-Jones,http://dummyimage.com/122x100.png/cc0000/ffffff,"[""Children"",""Comedy"",""Drama""]"
667,Village People,115,2012,Palau,Pacocha Group,http://dummyimage.com/137x100.png/dddddd/000000,"[""Comedy""]"
668,Straight Shooting,46,2016,China,Ebert-Kiehn,http://dummyimage.com/117x100.png/ff4444/ffffff,"[""Western""]"
669,Silver City,68,1999,Poland,Braun LLC,http://dummyimage.com/133x100.png/dddddd/000000,"[""Comedy"",""Drama"",""Mystery"",""Thriller""]"
670,King of New York,117,1979,Malaysia,"Krajcik, Schumm and Bernhard",http://dummyimage.com/139x100.png/ff4444/ffffff,"[""Crime"",""Thriller""]"
671,Pushover,69,2024,Ukraine,Ward-Johnson,http://dummyimage.com/235x100.png/ff4444/ffffff,"[""Crime"",""Drama"",""Film-Noir""]"
672,21-87,94,1987,Kazakhstan,"McKenzie, Kunze and Grant",http://dummyimage.com/118x100.png/cc0000/ffffff,"[""Documentary""]"
673,Jackass 3.5,106,2023,China,"Bauch, Bergnaum and Wisoky",http://dummyimage.com/138x100.png/cc0000/ffffff,"[""Comedy"",""Documentary""]"
674,Step Brothers,160,2010,Pakistan,"Harvey, Roberts and Olson",http://dummyimage.com/127x100.png/5fa2dd/ffffff,"[""Comedy""]"
675,Hello Ladies: The Movie,154,1969,Portugal,Lakin-Spencer,http://dummyimage.com/232x100.png/dddddd/000000,"[""Comedy""]"
676,Flood,80,1966,Bosnia and Herzegovina,Gleason-Mertz,http://dummyimage.com/110x100.png/dddddd/000000,"[""Action"",""Drama"",""Thriller""]"
677,David Cross: The Pride Is Back,193,1956,Armenia,Romaguera-Larson,http://dummyimage.com/192x100.png/cc0000/ffffff,"[""Comedy""]"
678,Overnight,65,2015,Peru,"Deckow, Carroll and Pollich",http://dummyimage.com/161x100.png/cc0000/ffffff,"[""Documentary""]"
679,Sunshine Cleaning,176,1977,Russia,Kertzmann-Weimann,http://dummyimage.com/243x100.png/ff4444/ffffff,"[""Comedy"",""Drama""]"
680,"Adventures of Ford Fairlane, The",126,1955,Cameroon,Howe and Sons,http://dummyimage.com/146x100.png/ff4444/ffffff,"[""Action"",""Comedy""]"
681,Breakfast on Pluto,188,1962,Mexico,"Ritchie, Weissnat and Anderson",http://dummyimage.com/165x100.png/5fa2dd/ffffff,"[""Comedy"",""Drama""]"
682,Annabelle,50,1972,Pakistan,Paucek Inc,http://dummyimage.com/108x100.png/dddddd/000000,"[""Horror""]"
683,Bring It On,198,1976,Philippines,Kuhic-Rowe,http://dummyimage.com/238x100.png/cc0000/ffffff,"[""Comedy""]"
684,Nine Ways to Approach Helsinki (Yhdeksän tapaa lähestyä Helsinkiä),173,1980,China,Mueller Group,http://dummyimage.com/224x100.png/cc0000/ffffff,"[""Documentary""]"
685,"When Time Ran Out... (Day the World Ended, The)",112,1960,Brazil,Keeling-Bogisich,http://dummyimage.com/207x100.png/ff4444/ffffff,"[""Action"",""Adventure""]"
686,"End of the Affair, The",162,1996,Afghanistan,Anderson-Leannon,http://dummyimage.com/193x100.png/cc0000/ffffff,"[""Drama""]"
687,New Waterford Girl,119,1971,France,Stamm-Bernhard,http://dummyimage.com/225x100.png/5fa2dd/ffffff,"[""Comedy""]"
688,"Place of One's Own, A",178,2022,Indonesia,Senger-Langworth,http://dummyimage.com/156x100.png/dddddd/000000,"[""Drama"",""Mystery"",""Thriller""]"
689,"Thief Lord, The",31,2006,China,Hartmann LLC,http://dummyimage.com/166x100.png/cc0000/ffffff,"[""Adventure"",""Children"",""Fantasy""]"
690,Informant,168,1974,Russia,"Stroman, Romaguera and Little",http://dummyimage.com/237x100.png/dddddd/000000,"[""Documentary""]"
691,The Heavy,180,1997,Bangladesh,"Maggio, Marquardt and MacGyver",http://dummyimage.com/115x100.png/cc0000/ffffff,"[""Action"",""Thriller""]"
692,Judgment Night,96,1982,Japan,Nicolas-Herzog,http://dummyimage.com/212x100.png/cc0000/ffffff,"[""Action"",""Crime"",""Thriller""]"
693,Fog Over Frisco,163,1969,Japan,"McCullough, Stehr and Crona",http://dummyimage.com/143x100.png/5fa2dd/ffffff,"[""Crime"",""Mystery"",""Thriller""]"
694,A Kind of America 2,136,1956,Philippines,Ebert-Schimmel,http://dummyimage.com/114x100.png/5fa2dd/ffffff,"[""Comedy""]"
695,Damnation Alley,199,1980,United States,Rosenbaum-Stokes,http://dummyimage.com/236x100.png/ff4444/ffffff,"[""Drama"",""Sci-Fi"",""Thriller""]"
696,Rampage at Apache Wells,152,2011,China,"West, Pouros and Zulauf",http://dummyimage.com/216x100.png/dddddd/000000,"[""Adventure"",""Western""]"
697,FernGully 2: The Magical Rescue,146,1957,Peru,"Senger, Flatley and Nicolas",http://dummyimage.com/223x100.png/ff4444/ffffff,"[""Adventure"",""Animation"",""Children"",""Fantasy""]"
698,Blood on the Moon,134,1998,Croatia,"Mertz, Hayes and Balistreri",http://dummyimage.com/144x100.png/dddddd/000000,"[""Action"",""Drama"",""Western""]"
699,Caine (Shark!),96,1973,Belarus,"Mitchell, Hills and Ortiz",http://dummyimage.com/106x100.png/5fa2dd/ffffff,"[""Action"",""Adventure"",""Thriller""]"
700,Hysteria: The Def Leppard Story,21,1960,Philippines,"Heller, Herzog and Kuphal",http://dummyimage.com/174x100.png/dddddd/000000,"[""Drama""]"
701,Evil Dead II (Dead by Dawn),46,2024,China,Strosin LLC,http://dummyimage.com/118x100.png/cc0000/ffffff,"[""Action"",""Comedy"",""Fantasy"",""Horror""]"
702,After You (Après vous...),181,1997,Indonesia,"Stark, Hammes and Volkman",http://dummyimage.com/209x100.png/ff4444/ffffff,"[""Comedy"",""Romance""]"
703,Snow (Snijeg),177,1991,Norway,Ankunding-West,http://dummyimage.com/203x100.png/dddddd/000000,"[""Drama""]"
704,Knights of the Round Table,161,1965,Portugal,Glover Inc,http://dummyimage.com/219x100.png/cc0000/ffffff,"[""Adventure"",""Drama""]"
705,"Puppet Masters, The",89,1983,Portugal,Schoen LLC,http://dummyimage.com/211x100.png/dddddd/000000,"[""Horror"",""Sci-Fi""]"
706,Stranded: I've Come from a Plane That Crashed on the Mountains,62,1996,Japan,Hand LLC,http://dummyimage.com/187x100.png/5fa2dd/ffffff,"[""Documentary""]"
707,Condition Red (Beyond the Law),196,2019,Bolivia,Johnson Inc,http://dummyimage.com/190x100.png/cc0000/ffffff,"[""Action"",""Drama"",""Thriller""]"
708,Just Pals,38,1999,Ukraine,Wilderman Group,http://dummyimage.com/195x100.png/5fa2dd/ffffff,"[""Western""]"
709,The Land Before Time XIII: The Wisdom of Friends,169,1990,Vietnam,"Rempel, Kuphal and Swaniawski",http://dummyimage.com/199x100.png/cc0000/ffffff,"[""Animation"",""Children""]"
710,Talk to Her (Hable con Ella),190,2023,Brazil,Sawayn and Sons,http://dummyimage.com/236x100.png/5fa2dd/ffffff,"[""Drama"",""Romance""]"
711,Postman Blues,192,1959,Indonesia,Willms-Kuphal,http://dummyimage.com/161x100.png/5fa2dd/ffffff,"[""Action"",""Comedy"",""Crime"",""Drama""]"
712,"Omen, The",182,1994,China,"Fadel, Breitenberg and Renner",http://dummyimage.com/216x100.png/cc0000/ffffff,"[""Horror"",""Thriller""]"
713,"Fountainhead, The",65,2023,China,"Altenwerth, West and Wehner",http://dummyimage.com/102x100.png/cc0000/ffffff,"[""Drama""]"
714,Ca$h,198,2004,China,Bednar-Reilly,http://dummyimage.com/226x100.png/cc0000/ffffff,"[""Action"",""Comedy"",""Crime"",""Thriller""]"
715,Ong-Bak 3: The Final Battle (Ong Bak 3),118,1959,France,Wolf-Nicolas,http://dummyimage.com/215x100.png/5fa2dd/ffffff,"[""Action""]"
